taskName,database,query,start,end,time,threads,status,cleanCache,mixed,orientdbCpu,orientdbPod,minioPod
task1709224929566,test,Q5,1709224929579,1709224931207,1628,75,success,false,true,16,3,3
task1709224929566,test,Q3,1709224929568,1709224935760,6192,75,success,false,true,16,3,3
task1709224929566,test,Q8,1709224929573,1709224936243,6670,75,success,false,true,16,3,3
task1709224929566,test,Q8,1709224929577,1709224936334,6757,75,success,false,true,16,3,3
task1709224929566,test,Q2,1709224929579,1709224937173,7594,75,success,false,true,16,3,3
task1709224929566,test,Q3,1709224929578,1709224938547,8969,75,success,false,true,16,3,3
task1709224929566,test,Q7,1709224929568,1709224940392,10824,75,success,false,true,16,3,3
task1709224929566,test,Q9,1709224929578,1709224943656,14078,75,success,false,true,16,3,3
task1709224929566,test,Q9,1709224929569,1709224944338,14769,75,success,false,true,16,3,3
task1709224929566,test,Q7,1709224929568,1709224946543,16975,75,success,false,true,16,3,3
task1709224929566,test,Q7,1709224929569,1709224949105,19536,75,success,false,true,16,3,3
task1709224929566,test,Q9,1709224929572,1709224950161,20589,75,success,false,true,16,3,3
task1709224929566,test,Q9,1709224929571,1709224950436,20865,75,success,false,true,16,3,3
task1709224929566,test,Q6,1709224929581,1709224950992,21411,75,success,false,true,16,3,3
task1709224929566,test,Q7,1709224929573,1709224956612,27039,75,success,false,true,16,3,3
task1709224929566,test,Q7,1709224929581,1709224962568,32987,75,success,false,true,16,3,3
task1709224929566,test,Q1,1709224929579,1709224972170,42591,75,success,false,true,16,3,3
task1709224929566,test,Q6,1709224929569,1709224981319,51750,75,success,false,true,16,3,3
task1709224929566,testSF10,Q7,1709224929571,1709224984394,54823,75,success,false,true,16,3,3
task1709224929566,testSF10,Q5,1709224929572,1709224986698,57126,75,success,false,true,16,3,3
task1709224929566,test,Q1,1709224929569,1709225004675,75106,75,success,false,true,16,3,3
task1709224929566,testSF10,Q7,1709224929571,1709225010317,80746,75,success,false,true,16,3,3
task1709224929566,testSF10,Q7,1709224929577,1709225012517,82940,75,success,false,true,16,3,3
task1709224929566,testSF10,Q2,1709224929581,1709225013455,83874,75,success,false,true,16,3,3
task1709224929566,test,Q5,1709224929571,1709225019283,89712,75,failed,false,true,16,3,3
task1709224929566,testSF10,Q3,1709224929580,1709225019352,89772,75,success,false,true,16,3,3
task1709224929566,testSF10,Q8,1709224929572,1709225020490,90918,75,success,false,true,16,3,3
task1709224929566,test,Q5,1709224929572,1709225026122,96550,75,failed,false,true,16,3,3
task1709224929566,testSF10,Q8,1709224929581,1709225027761,98180,75,success,false,true,16,3,3
task1709224929566,testSF10,Q8,1709224929578,1709225028315,98737,75,success,false,true,16,3,3
task1709224929566,testSF10,Q2,1709224929577,1709225033566,103989,75,success,false,true,16,3,3
task1709224929566,testSF10,Q2,1709224929579,1709225035397,105818,75,success,false,true,16,3,3
task1709224929566,testSF10,Q1,1709224929580,1709225035784,106204,75,success,false,true,16,3,3
task1709224929566,testSF10,Q1,1709224929580,1709225041539,111959,75,success,false,true,16,3,3
task1709224929566,test,Q5,1709224929578,1709225042446,112868,75,failed,false,true,16,3,3
task1709224929566,testSF30,Q6,1709224929570,1709225061989,132419,75,success,false,true,16,3,3
task1709224929566,testSF10,Q7,1709224929579,1709225065652,136073,75,success,false,true,16,3,3
task1709224929566,test,Q6,1709224929570,1709225065819,136249,75,success,false,true,16,3,3
task1709224929566,testSF10,Q5,1709224929579,1709225095628,166049,75,failed,false,true,16,3,3
task1709224929566,testSF30,Q8,1709224929577,1709225096466,166889,75,failed,false,true,16,3,3
